entity,added,deleted,commits
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/server/quorum/package-tree.html,5,5,1
src/scaling/nested_exec,5,1,3
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/KeeperException.SessionMovedException.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/data/package-use.html,5,5,1
src/swig/java/test_executor,5,1,2
src/slave/containerizer/{provisioners => provisioner}/docker/local_store.hpp,5,7,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/ServerAdminClient.html,5,5,1
3rdparty/libprocess/3rdparty/stout/include/stout/os/{ => windows}/close.hpp,5,11,1
frameworks/hadoop-0.20.0/src/contrib/fairscheduler/ivy/libraries.properties,5,0,1
src/{nexus_local.hpp => mesos_local.hpp},5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/server/upgrade/package-summary.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/KeeperException.html,5,5,1
ec2/{deploy.amazon64 => deploy.amazon64-new}/root/mesos-ec2/setup,5,1,1
frameworks/hadoop-0.20.0/src/contrib/fuse-dfs/ivy/libraries.properties,5,0,1
src/ec2/deploy.karmic64/root/{nexus-ec2 => mesos-ec2}/setup-mpi,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/data/package-summary.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/ZooKeeper.States.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/KeeperException.SystemErrorException.html,5,5,1
src/webui/webui.hpp,5,34,2
3rdparty/libprocess/3rdparty/stout/include/stout/os/posix/{ls.hpp => direntsize.hpp},5,43,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/data/class-use/StatPersistedV1.html,5,5,1
3rdparty/libprocess/src/timer.cpp,5,61,2
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/test/org/apache/hadoop/hdfs/server/namenode/TestReplicationPolicy.java,5,4,1
src/third_party/glog-0.3.0/README,5,0,1
frameworks/hadoop-0.20.0/src/native/NEWS,5,0,1
src/scaling/scaling_sched,5,1,3
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/KeeperException.RuntimeInconsistencyException.html,5,5,1
src/third_party/boto-1.8d/setup.cfg,5,0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/ZooKeeper.States.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/KeeperException.AuthFailedException.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/ZooDefs.Ids.html,5,5,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/ivysettings.xml,5,0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/KeeperException.NotEmptyException.html,5,5,1
src/third_party/{zookeeper-3.2.2/src/contrib/zkperl => zookeeper-3.3.0/contrib/zktreeutil}/build.xml,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/KeeperException.OperationTimeoutException.html,5,5,1
src/{launcher_main.cpp => launcher/main.cpp},5,4,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/AsyncCallback.ACLCallback.html,5,5,1
src/ec2/deploy.karmic64/root/{nexus-ec2/start-nexus => mesos-ec2/start-mesos},5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/data/ACL.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/KeeperException.APIErrorException.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/KeeperException.SessionMovedException.html,5,5,1
ec2/deploy.centos64/root/mesos-ec2/approve-master-key,5,5,2
3rdparty/libprocess/3rdparty/stout/include/stout/os/posix/read.hpp,5,134,3
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/CreateMode.html,5,5,1
3rdparty/libprocess/3rdparty/stout/include/stout/os/{ => posix}/ls.hpp,5,4,1
src/swig/java/test_framework,5,1,3
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/allclasses-noframe.html,5,3,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/data/StatPersisted.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/KeeperException.NoAuthException.html,5,5,1
third_party/libprocess/include/stout/{timer.hpp => stopwatch.hpp},5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/CreateMode.html,5,5,1
src/{master_state.hpp => master/state.hpp},5,3,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/server/quorum/class-use/QuorumPeerMain.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/data/class-use/StatPersisted.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/server/ZooKeeperServerMain.html,5,5,1
src/swig/java/mesosJNI.java.patch1,5,80,2
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/server/quorum/QuorumPeerMain.html,5,5,1
src/ec2/deploy.karmic64/root/nexus-ec2/prologue.parallel.setup-mpi-conf,5,6,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/KeeperException.DataInconsistencyException.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/server/class-use/LogFormatter.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/src/c/config.h.in,5,2,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/data/class-use/ACL.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/KeeperException.InvalidCallbackException.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/server/class-use/PurgeTxnLog.html,5,5,1
docs/mesos-architecture.md,5,5,2
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/KeeperException.NoNodeException.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/server/quorum/package-summary.html,5,5,1
src/{ => master}/simple_allocator.hpp,5,2,1
docs/doxygen-style-guide.md,5,0,1
src/python/{native => scheduler}/setup.py.in,5,6,1
frameworks/hadoop-0.20.0/src/contrib/vaidya/ivy/libraries.properties,5,0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/KeeperException.Code.html,5,5,1
src/swig/java/test_exception_framework,5,1,2
src/third_party/{zookeeper-3.2.2/src/contrib/zkperl => zookeeper-3.3.0/src/contrib/zktreeutil}/build.xml,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/src/java/main/org/apache/zookeeper/AsyncCallback.java,5,0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/ZooDefs.OpCode.html,5,5,1
frameworks/hadoop-0.20.0/src/contrib/hod/ivy/libraries.properties,5,0,1
include/{nexus_types.hpp => mesos_types.hpp},5,5,1
src/webui/master/static/directives/timestamp.html,5,0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/ZooDefs.Ids.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/server/package-tree.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/server/upgrade/package-use.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/package-frame.html,5,3,1
src/examples/java/test_multiple_executors_framework,5,5,2
third_party/{boto-1.9b => boto-2.0b2}/boto/services/result.py,5,8,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/bookkeeperStarted.html,5,2,1
3rdparty/libprocess/3rdparty/stout/include/stout/os/{ => posix}/fork.hpp,5,6,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/core/org/apache/hadoop/fs/FileSystem.java,5,0,1
third_party/{boto-1.9b => boto-2.0b2}/boto/ec2/spotinstancerequest.py,5,2,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/KeeperException.NoAuthException.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/AsyncCallback.DataCallback.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/help-doc.html,5,5,1
{src/hook => include/mesos}/hook.hpp,5,6,1
hadoop/mesos/ivy/libraries.properties,5,5,2
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/ZooDefs.Perms.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/server/LogFormatter.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/ZooKeeperMain.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/Watcher.Event.html,5,5,1
src/python/{native/src/mesos/native => executor/src/mesos/executor}/module.cpp,5,14,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/javaExample.html,5,2,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/ZooDefs.html,5,5,1
frameworks/hadoop-0.20.0/src/contrib/streaming/ivy/libraries.properties,5,0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/KeeperException.SessionExpiredException.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/ZooDefs.Perms.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/Watcher.Event.EventType.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/KeeperException.Code.html,5,5,1
src/third_party/{zookeeper-3.2.2/src => zookeeper-3.3.0}/contrib/zkpython/README,5,12,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/KeeperException.AuthFailedException.html,5,5,1
3rdparty/libprocess/3rdparty/stout/include/stout/os/{ => posix}/permissions.hpp,5,3,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/KeeperException.UnimplementedException.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/AsyncCallback.StringCallback.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/KeeperException.RuntimeInconsistencyException.html,5,5,1
include/{mesos_sched.hpp => mesos/scheduler.hpp},5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/server/upgrade/UpgradeMain.html,5,5,1
include/{mesos_exec.hpp => mesos/executor.hpp},5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/bookkeeperConfig.html,5,2,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/KeeperException.SessionExpiredException.html,5,5,1
src/{slave_state.hpp => slave/state.hpp},5,3,1
src/slave/containerizer/provisioners/paths.hpp,5,0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/KeeperException.ConnectionLossException.html,5,5,1
3rdparty/libprocess/include/process/tuples/tuples.hpp,5,159,4
src/python/{native => executor}/setup.py.in,5,6,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/KeeperException.MarshallingErrorException.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0/src}/contrib/zkpython/README,5,12,1
frameworks/hadoop-0.20.0/src/contrib/failmon/ivy/libraries.properties,5,0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/AsyncCallback.StatCallback.html,5,5,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/src/contrib/zooinspector/README.txt,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/ZooDefs.html,5,5,1
frameworks/hadoop-0.20.0/src/contrib/data_join/ivy/libraries.properties,5,0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/data/package-tree.html,5,5,1
src/third_party/zookeeper-3.2.2/src/java/lib/log4j-1.2.15.NOTICE.txt,5,5,2
third_party/{boto-1.8d => boto-1.9b}/boto/pyami/installers/ubuntu/installer.py,5,0,1
src/python/{native/src/mesos/native => scheduler/src/mesos/scheduler}/module.cpp,5,14,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/server/class-use/ZooKeeperServerMain.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/ZooKeeperMain.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/src/java/test/org/apache/zookeeper/test/FLEZeroWeightTest.java,5,8,1
frameworks/hadoop-0.20.0/src/contrib/thriftfs/ivy/libraries.properties,5,0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/data/Id.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/AsyncCallback.ChildrenCallback.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/KeeperException.APIErrorException.html,5,5,1
src/scaling/scaling_exec,5,1,3
third_party/protobuf-2.3.0/editors/README.txt,5,5,2
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/allclasses-frame.html,5,3,1
src/third_party/zookeeper-3.3.0/contrib/ZooInspector/config/defaultConnectionSettings.cfg,5,0,1
frameworks/hadoop-0.20.0/src/contrib/hdfsproxy/ivy/libraries.properties,5,0,1
src/swig/java/mesosJNI.java.patch2,5,102,2
src/third_party/zookeeper-3.2.2/lib/log4j-1.2.15.NOTICE.txt,5,5,2
third_party/{boto-1.9b => boto-2.0b2}/boto/tests/test_ec2connection.py,5,4,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/server/quorum/package-use.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/KeeperException.InvalidACLException.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/server/package-use.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/data/class-use/Id.html,5,5,1
src/{ => slave}/lxc_isolation_module.cpp,5,4,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/KeeperException.BadArgumentsException.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/KeeperException.OperationTimeoutException.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/data/Stat.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/data/StatPersistedV1.html,5,5,1
frameworks/hadoop-0.20.0/src/contrib/eclipse-plugin/ivy/libraries.properties,5,0,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/overview-summary.html,5,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/server/upgrade/class-use/UpgradeMain.html,5,5,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/KeeperException.NotEmptyException.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/server/class-use/ZooKeeperServerMain.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/KeeperException.NoNodeException.html,4,4,1
src/tests/{test_sample_frameworks.cpp => sample_frameworks_test.cpp},4,2,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/class-use/KeeperException.NoAuthException.html,4,4,1
hadoop/mesos-executor,4,4,3
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/package-summary.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/AsyncCallback.ACLCallback.html,4,4,1
src/java/src/org/apache/mesos/state/{ZooKeeperState.java => AbstractState.java},4,52,1
frameworks/hadoop-0.20.2/src/contrib/mesos/ivy.xml,4,42,2
3rdparty/libprocess/3rdparty/stout/include/stout/os/{ => posix}/close.hpp,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/class-use/CreateMode.html,4,4,1
third_party/{boto-1.8d => boto-1.9b}/boto/sqs/__init__.py,4,3,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/docs/src/documentation/content/xdocs/hdfs_quota_admin_guide.xml,4,4,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/src/java/test/org/apache/zookeeper/test/QuorumQuotaTest.java,4,2,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/mapred/org/apache/hadoop/mapred/IsolationRunner.java,4,0,1
src/tests/string_utils_test.cpp,4,4,1
docs/Event-history.md,4,4,3
third_party/libprocess/{ => third_party/stout}/include/stout/exit.hpp,4,3,1
{src => include/mesos}/authentication/authenticatee.hpp,4,6,1
src/webui/master/static/d3.v2.min.js,4,0,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/KeeperException.RuntimeInconsistencyException.html,4,4,1
third_party/{boto-1.8d => boto-1.9b}/boto/ec2/cloudwatch/__init__.py,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/class-use/KeeperException.DataInconsistencyException.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/data/package-summary.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/server/package-tree.html,4,4,1
3rdparty/libprocess/3rdparty/stout/include/stout/os/{ => posix}/process.hpp,4,3,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/class-use/KeeperException.CodeDeprecated.html,4,4,1
ec2/deploy.amazon64-new/root/mesos-ec2/stop-hypertable,4,0,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/Watcher.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/data/class-use/StatPersistedV1.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/AsyncCallback.StatCallback.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/help-doc.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/data/StatPersistedV1.html,4,4,1
src/{ => slave}/process_based_isolation_module.hpp,4,2,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/class-use/AsyncCallback.StatCallback.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/server/quorum/package-summary.html,4,4,1
src/slave/containerizer/{ => mesos}/provisioner/provisioner.cpp,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/server/PurgeTxnLog.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/deprecated-list.html,4,4,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/core/org/apache/hadoop/conf/Configuration.java,4,3,1
src/{ => detector}/url_processor.cpp,4,1,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/class-use/AsyncCallback.StringCallback.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/overview-tree.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/KeeperException.html,4,4,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/zookeeperStarted.html,4,1,1
src/third_party/{gtest-1.4.0-patched => gtest-1.5.0}/test/gtest_help_test_.cc,4,0,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/server/class-use/LogFormatter.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/ZooKeeper.States.html,4,4,1
src/third_party/glog-0.3.0/packages/deb/libgoogle-glog-dev.dirs,4,0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/test/org/apache/hadoop/mapred/pipes/TestPipes.java,4,1,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/webapps/job/taskdetails.jsp,4,2,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/KeeperException.BadVersionException.html,4,4,1
frameworks/hadoop-0.20.2/bin/mesos-executor,4,4,2
include/mesos/{master => quota}/quota.hpp,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/class-use/KeeperException.RuntimeInconsistencyException.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/data/class-use/ACL.html,4,4,1
{src => include/mesos}/docker/v1.hpp,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/src/c/Makefile.in,4,3,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/KeeperException.AuthFailedException.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/class-use/Watcher.html,4,4,1
3rdparty/libprocess/3rdparty/stout/include/stout/os/{ => posix}/shell.hpp,4,3,1
src/ec2/deploy.solaris/root/{nexus-ec2/redeploy-nexus => mesos-ec2/redeploy-mesos},4,4,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/src/java/test/org/apache/zookeeper/server/DataTreeUnitTest.java,4,5,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/data/class-use/Stat.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/data/Stat.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/KeeperException.APIErrorException.html,4,4,1
jenkins/src/main/resources/org/jenkinsci/plugins/mesos/MesosCloud/help-master.html,4,4,3
src/third_party/{zookeeper-3.2.2/src/recipes/lock => zookeeper-3.3.0/src/recipes/queue}/src/c/configure.ac,4,4,1
frameworks/hadoop-0.20.0/bin/nexus-executor,4,4,2
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/ZooDefs.Perms.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/class-use/KeeperException.BadArgumentsException.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/class-use/AsyncCallback.ChildrenCallback.html,4,4,1
frameworks/hadoop-0.20.0/src/contrib/index/ivy/libraries.properties,4,0,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/KeeperException.Code.html,4,4,1
src/slave/containerizer/{ => mesos}/provisioner/docker/store.cpp,4,4,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/webapps/job/loadhistory.jsp,4,2,1
src/{slave/isolation_module.cpp => tests/cgroups_isolation_tests.cpp},4,33,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/ZooDefs.OpCode.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/server/upgrade/UpgradeMain.html,4,4,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/contrib/capacity-scheduler/src/test/org/apache/hadoop/mapred/TestQueueCapacities.java,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/server/upgrade/package-tree.html,4,4,1
3rdparty/libprocess/3rdparty/stout/include/stout/os/{ => posix}/fcntl.hpp,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/KeeperException.InvalidACLException.html,4,4,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/class-use/KeeperException.APIErrorException.html,4,4,1
3rdparty/libprocess/3rdparty/stout/cmake/StoutConfigure.cmake,4,0,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/ServerAdminClient.html,4,4,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/contrib/streaming/ivy.xml,4,0,1
src/examples/{cpp_test_framework.cpp => test_framework.cpp},4,1,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/data/ACL.html,4,4,1
{src => include/mesos}/docker/v2.hpp,4,4,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/contrib/hdfsproxy/ivy.xml,4,0,1
src/master/{drf_sorter.hpp => allocator/sorter/drf/sorter.hpp},4,4,1
